Symbol,Company,Market,Industry,Sector,Auditor,Auditor_Original,Audit_fee,Audit_fee(Sub),Other_fee,Other_fee(Sub),Totat_audit_fee,Totat_other_fee,รวมสินทรัพย์,รายได้จากการดำเนินงาน
B52,บริษัท บี-52 แคปปิตอล จำกัด (มหาชน),SET,บริการ,พาณิชย์,KARIN AUDIT COMPANY LIMITED,บริษัท กรินทร์ ออดิท จำกัด,835000,752500,,,1587500,,"96,560,976.00","121,000,000.00"
BA,บริษัท การบินกรุงเทพ จำกัด (มหาชน),SET,บริการ,ขนส่งและโลจิสติกส์,EY OFFICE LIMITED,บริษัท สำนักงาน อีวาย จำกัด,"4,491,058.72",,,,"4,491,058.72",,"50,400,000,000.00","24,100,000,000.00"
BAFS,บริษัท บริการเชื้อเพลิงการบินกรุงเทพ จำกัด (มหาชน),SET,ทรัพยากร,พลังงานและสาธารณูปโภค,EY OFFICE LIMITED,บริษัท สำนักงาน อีวาย จำกัด,1563281,5100725,65000,,6664006,65000,"21,800,000,000.00","3,620,000,000.00"
BAM,บริษัทบริหารสินทรัพย์ กรุงเทพพาณิชย์ จำกัด (มหาชน),SET,ธุรกิจการเงิน,เงินทุนและหลักทรัพย์,EY OFFICE LIMITED,บริษัท สำนักงาน อีวาย จำกัด,8200000,,,,8200000,,"136,000,000,000.00","10,100,000,000.00"
BANPU,บริษัท บ้านปู จำกัด (มหาชน),SET,ทรัพยากร,พลังงานและสาธารณูปโภค,PRICEWATERHOUSE COOPERS ABAS LIMITED,ไพร้ซวอเตอร์เฮาส์คูเปอร์ส เอบีเอเอส จำกัด,3160000,0,0,46588402.83,3160000,46588402.83,"13,900,000,000.00","5,280,000,000.00"
BAREIT,ทรัสต์เพื่อการลงทุนในสิทธิการเช่าอสังหาริมทรัพย์สนามบินการบินกรุงเทพ,SET,อสังหาริมทรัพย์และก่อสร้าง,กองทุนรวมอสังหาริมทรัพย์และกองทรัสต์เพื่อการลงทุนในอสังหาริมทรัพย์,EY OFFICE LIMITED,บริษัท สำนักงาน อีวาย จำกัด,"1,020,000.00",,"1,135.00",,"1,020,000.00","1,135.00","14,500,000,000.00","1,190,000,000.00"
BAY,ธนาคารกรุงศรีอยุธยา จำกัด (มหาชน),SET,ธุรกิจการเงิน,ธนาคาร,"DELOITTE TOUCHE TOHMATSU JAIYOS AUDIT CO., LTD.",บริษัท ดีลอยท์ ทู้ช โธมัทสุ ไชยยศ สอบบัญชี จำกัด,"33,180,300.00",,"424,650.00",,"33,180,300.00","424,650.00","2,650,000,000,000.00","155,000,000,000.00"
BBGI,บริษัท บีบีจีไอ จำกัด (มหาชน),SET,ทรัพยากร,พลังงานและสาธารณูปโภค,KPMG PHOOMCHAI AUDIT LIMITED,บริษัท เคพีเอ็มจี ภูมิไชย สอบบัญชี จำกัด,"945,540.00",,,,"945,540.00",,"12,700,000,000.00","17,800,000,000.00"
BBIK,บริษัท บลูบิค กรุ๊ป จำกัด (มหาชน),SET,เทคโนโลยี,เทคโนโลยีสารสนเทศและการสื่อสาร,PROUD IN PRO COMPANY LIMITED,บริษัท พราวด์ อิน โปร จำกัด และอื่นๆ,"1,355,000.00","2,293,593.75","50,000.00","185,000.00","3,648,593.75","235,000.00","2,650,000,000.00","1,550,000,000.00"
BBL,ธนาคารกรุงเทพ จำกัด (มหาชน),SET,ธุรกิจการเงิน,ธนาคาร,"DELOITTE TOUCHE TOHMATSU JAIYOS AUDIT CO., LTD.",บริษัท ดีลอยท์ ทู้ช โธมัทสุ ไชยยศ สอบบัญชี จำกัด,27925500,13226901,11322176,6385532,41152401,17707708,"4,610,000,000,000.00","191,000,000,000.00"
BC,บริษัท บูทิค คอร์ปอเรชั่น จำกัด (มหาชน),mai,อสังหาริมทรัพย์และก่อสร้าง,-,EY OFFICE LIMITED,บริษัท สำนักงาน อีวาย จำกัด,"3,200,000.00","4,140,000.00",,"500,000.00","9,430,000.00","500,000.00","3,730,000,000.00","417,000,000.00"
BCH,บริษัท บางกอก เชน ฮอสปิทอล จำกัด (มหาชน),SET,บริการ,การแพทย์,KPMG PHOOMCHAI AUDIT LIMITED,บริษัท เคพีเอ็มจี ภูมิไชย สอบบัญชี จำกัด,"7,673,000.00",,0,,"7,673,000.00",0,"17,500,000,000.00","12,000,000,000.00"
BCP,บริษัท บางจาก คอร์ปอเรชั่น จำกัด (มหาชน),SET,ทรัพยากร,พลังงานและสาธารณูปโภค,KPMG PHOOMCHAI AUDIT LIMITED,บริษัท เคพีเอ็มจี ภูมิไชย สอบบัญชี จำกัด,"3,291,850.00","15,597,815.00","4,791,850.00","17,037,815.00","18,889,665.00","21,829,665.00","299,000,000,000.00","506,000,000,000.00"
BCPG,บริษัท บีซีพีจี จำกัด (มหาชน),SET,ทรัพยากร,พลังงานและสาธารณูปโภค,KPMG PHOOMCHAI AUDIT LIMITED,บริษัท เคพีเอ็มจี ภูมิไชย สอบบัญชี จำกัด,"1,406,000.00","6,462,716.00",0,"1,242,400.00","7,868,716.00","1,242,400.00","57,600,000,000.00","3,550,000,000.00"
BCT,บริษัท เบอร์ล่า คาร์บอน (ไทยแลนด์) จำกัด (มหาชน),SET,สินค้าอุตสาหกรรม,ปิโตรเคมีและเคมีภัณฑ์,KPMG PHOOMCHAI AUDIT LIMITED,บริษัท เคพีเอ็มจี ภูมิไชย สอบบัญชี จำกัด,"1,672,000",,"368,000",,"1,672,000","368,000","37,100,000,000.00","12,000,000,000.00"
BDMS,บริษัท กรุงเทพดุสิตเวชการ จำกัด(มหาชน),SET,บริการ,การแพทย์,EY OFFICE LIMITED,บริษัท สำนักงาน อีวาย จำกัด,33452000,,1770800,,33452000,1770800,"158,000,000,000.00","112,000,000,000.00"
BE8,บริษัท เบริล 8 พลัส จำกัด (มหาชน),mai,เทคโนโลยี,-,EY OFFICE LIMITED,บริษัท สำนักงาน อีวาย จำกัด,"5,150,000.00",,"240,000.00",,"5,150,000.00","240,000.00","3,770,000,000.00","2,360,000,000.00"
BEAUTY,บริษัท บิวตี้ คอมมูนิตี้ จำกัด (มหาชน),SET,บริการ,พาณิชย์,"D I A INTERNATIONAL AUDIT CO.,LTD.",ไม่ระบุในแหล่งข้อมูล,,,,,,,"578,000,000.00","269,000,000.00"
BEC,บริษัท บีอีซี เวิลด์ จำกัด (มหาชน),SET,บริการ,สื่อและสิ่งพิมพ์,DR.VIRACH AND ASSOCIATES,บริษัท สำนักงาน ดร. วิรัช แอนด์ แอสโซซิเอทส์ จำกัด,"3,407,000.00",,,,"3,407,000.00",,"8,060,000,000.00","3,980,000,000.00"
BEM,บริษัท ทางด่วนและรถไฟฟ้ากรุงเทพ จำกัด (มหาชน),SET,บริการ,ขนส่งและโลจิสติกส์,EY OFFICE LIMITED,บริษัท สำนักงาน อีวาย จำกัด,"4,979,500.00","2,432,000.00",,,"7,411,500.00","3,110,000.00","161,000,000,000.00","16,900,000,000.00"
BEYOND,บริษัท เบาด์ แอนด์ บียอนด์ จำกัด (มหาชน),SET,บริการ,การท่องเที่ยวและสันทนาการ,"DELOITTE TOUCHE TOHMATSU JAIYOS AUDIT CO., LTD.",บริษัท ดีลอยท์ ทู้ช โธมัทสุ ไชยยศ สอบบัญชี จำกัด,"770,000",,,,"770,000",,"13,200,000,000.00","3,310,000,000.00"
BGC,บริษัท บีจี คอนเทนเนอร์ กล๊าส จำกัด (มหาชน),SET,สินค้าอุตสาหกรรม,บรรจุภัณฑ์,PRICEWATERHOUSE COOPERS ABAS LIMITED,บริษัท ไพร้ซวอเตอร์เฮาส์คูเปอร์ส เอบีเอเอส จำกัด,"5,842,000.00",,"230,000.00",,"5,842,000.00","230,000.00","18,400,000,000.00","13,700,000,000.00"
BGRIM,บริษัท บี.กริม เพาเวอร์ จำกัด (มหาชน),SET,ทรัพยากร,พลังงานและสาธารณูปโภค,PRICEWATERHOUSE COOPERS ABAS LIMITED,บริษัท ไพร้ซวอเตอร์เฮาส์คูเปอร์ส เอบีเอเอส จำกัด,"15,102,000",,"5,050,384",,"15,102,000","5,050,384","183,000,000,000.00","55,400,000,000.00"
BGT,บริษัท บีจีที คอร์ปอเรชั่น จำกัด (มหาชน),mai,สินค้าอุปโภคบริโภค,-,"DHARMNITI AUDITING CO., LTD.",บริษัท สอบบัญชีธรรมนิติ จำกัด,"1,060,000",,"155,891",,"1,060,000","155,891","628,000,000.00","607,000,000.00"
BH,บริษัท โรงพยาบาลบำรุงราษฎร์ จำกัด (มหาชน),SET,บริการ,การแพทย์,EY OFFICE LIMITED,บริษัท สำนักงาน อีวาย จำกัด,"3,470,000",,"20,000",,,"20,000","36,500,000,000.00","25,200,000,000.00"
BIG,บริษัท บิ๊ก คาเมร่า คอร์ปอเรชั่น จำกัด (มหาชน),SET,บริการ,พาณิชย์,EY OFFICE LIMITED,ไม่ระบุในแหล่งข้อมูล,,,,,,,"2,930,000,000.00","3,810,000,000.00"
